reviewText,texto_limpio,sentimiento,target
"I have had one for two years and no complaints, needed another for my travel guitar.  The lever arm is coated with a soft plastic sleeve which protects the neck, the spring is firm and in 2 years has not given up any tension. Finally on the string compression side the material is firm yet supple.  I take particular caution to make sure that I don't leave it on anything that would indent that material permanently...",one two year no complaint needed another travel guitar lever arm coated soft plastic sleeve protects neck spring firm year not given tension finally string compression side material firm yet supple take particular caution make sure not leave anything would indent material permanently,positivo,1
I've seen and used many different types of capos over the years and they range from the very cumbersome and difficult to use to the easily breakable but I've never used one as convenient and as well constructed as this Kyser one.  It is by far the best I've ever seen and I've been using it for years now and it still works fine.  It makes moving the capo quickly a cinch and the gold doesn't corrode or tarnish making it look like new even after all these years.Very highly recommended!,seen used many different type capo year range cumbersome difficult use easily breakable never used one convenient well constructed kyser one far best ever seen using year still work fine make moving capo quickly cinch gold not corrode tarnish making look like new even year highly recommended,positivo,1
"It is very well made, is easy to use, and holds down the strings just fine.  It is well protected as to not scratch or nick your guitar.",well made easy use hold string fine well protected not scratch nick guitar,positivo,1
"Durable, affordable, easy to grasp and use.",durable affordable easy grasp use,positivo,1
This capo is as good as I've ever used and its in pink which perfectly matchs my shell pink strat. Great deal.,capo good ever used pink perfectly match shell pink strat great deal,positivo,1
"I currenty use two types of capos - the Kyser one and Shubb capos.  Both are the most popular capos around but have different strengths and weaknesses.The benefits of the Kyser is that it is the quickest changing capo I've come across, doesn't require tension adjustment, and can clip to the end of the headstock when not in use.  The primary benefit of the Shubb is that it has adjustable tension (and second, it's smaller).The main drawback of the Kyser is the lack of adjustable tension.  Because it's designed to work across the fretboard, it will apply more force than necessary to clamp down the lower frets, causing frets to wear faster over time.  Because of this I prefer to use the Kyser on my less expensive guitar and the Shubbs on the guitar I baby.",currenty use two type capo kyser one shubb capo popular capo around different strength weakness benefit kyser quickest changing capo come across not require tension adjustment clip end headstock not use primary benefit shubb adjustable tension second smaller main drawback kyser lack adjustable tension designed work across fretboard apply force necessary clamp lower fret causing fret wear faster time prefer use kyser less expensive guitar shubbs guitar baby,positivo,1
Easy to useGreat quality and I am looking forward to purchasing more of this brand. Thank you very much,easy usegreat quality looking forward purchasing brand thank much,positivo,1
"Got what I needed - a basic capo for a good price.  The tension is a little tighter than I'd like, but works for me.  Covers all strings, and depresses them fully.  I don't use it often, so I can't speak to its longevity, but good for me!",got needed basic capo good price tension little tighter like work cover string depresses fully not use often ca not speak longevity good,positivo,1
"I've played guitar for 5 years. Seen many different capos, but none that quite satisfies me as the Kyser.You really can't go wrong with this capo. It is very mobile, easily adjustable, sturdy, and durable.What's good about this capo is that you can use it as a regular 6 String capo and still turn it around to use it asa Cut capo. The transparent rubber piece does the same job.It comes in different colors also.I own the black, silver, gold, and camo Kyser capos.I also own the Cut Capo for other styles.I recommend it!All the capos I've had from Kyser are still in great conditions.Use them all the time at church and at home",played guitar year seen many different capo none quite satisfies kyser really ca not go wrong capo mobile easily adjustable sturdy durable good capo use regular string capo still turn around use asa cut capo transparent rubber piece job come different color also black silver gold camo kyser capo also cut capo style recommend capo kyser still great condition use time church home,positivo,1
I started using Kyser capos a couple of years ago and have never looked back since. I now own several of them and have not had any problems with any of them. They work great on acoustic and electric guitars and they have survived the many children I teach lessons to even though they get treated rather rough at times. Great capos. You won't be disappointed.,started using kyser capo couple year ago never looked back since several not problem work great acoustic electric guitar survived many child teach lesson even though get treated rather rough time great capo wo not disappointed,positivo,1
"The handle and spring strength make this uncomfortable to place on the guitar, and I feel rushed to clamp on the capo because it's unpleasant to use - hurts the fingers. It's cheap and easy to use. It'll do the job, but I don't like it.",handle spring strength make uncomfortable place guitar feel rushed clamp capo unpleasant use hurt finger cheap easy use job not like,negativo,0
"I originally bought this for my guitar and it worked very well for that, so I tried it out on my 4 string uke and it works just as great. It's so much better than the elastic capos. So, it's doing double duty and going strong.",originally bought guitar worked well tried string uke work great much better elastic capo double duty going strong,positivo,1
"This style of capo CAN throw your guitar out of tune if you don't put it on right. When used correctly though, it does it's job just fine.",style capo throw guitar tune not put right used correctly though job fine,positivo,1
"I can only repeat what everyone else has already said: this Kyser capo is designed and built very well. It's easy to put on and adjust, and just as easy to take off. There are probably a few capos out there that are a bit flashier, but this is still pretty stylish. And the price makes it a real bargain.",repeat everyone else already said kyser capo designed built well easy put adjust easy take probably capo bit flashier still pretty stylish price make real bargain,positivo,1
"I don't believe there is such a thing as a perfect capo, but this one is quite good.  For those with reasonably strong hands it is pretty easy to use.  It does a very good job of compressing the strings to the frets and is definitely well built.  It is as with all capos,  important to take it off when not in use so the ""rubber"" does not get grooved.  This is just good common sense.  If this lasts a couple of years I will definitely purchase another.",not believe thing perfect capo one quite good reasonably strong hand pretty easy use good job compressing string fret definitely well built capo important take not use rubber not get grooved good common sense last couple year definitely purchase another,positivo,1
I bought a 12 string one in blk.  Love it for simplicity and needed it so I didn't have to keep searching for the other.  Got gold to remind me it is for six strings.,bought string one blk love simplicity needed not keep searching got gold remind six string,positivo,1
"I have used a few different capo's this is far and away my favorite. Very easy to take it off, holds the strings tight. What more can you ask for? Does what it sets out to do and its inexpensive.",used different capo far away favorite easy take hold string tight ask set inexpensive,positivo,1
It does what it says. It a Kyser Quick Change capo. This capo is great for changing keys in the middle of a song or anytime you are in a hurry. Highly recommended.,say kyser quick change capo capo great changing key middle song anytime hurry highly recommended,positivo,1
"It's a capo... nice fit... yet, sometimes I wonder if it fits too tightly, as when I use it, and of course the strings are tighter, sometimes I feel that playing with this particular capo makes my strings too tight...yet, it is a capo, structured very well.",capo nice fit yet sometimes wonder fit tightly use course string tighter sometimes feel playing particular capo make string tight yet capo structured well,positivo,1
I am very pleased with this purchase. The strings play very clearly with zero buzzing on any position between frets. I can dramatically hear and feel the difference than when I used a cheap $5 capo before. This is well worth your pay :),pleased purchase string play clearly zero buzzing position fret dramatically hear feel difference used cheap capo well worth pay,positivo,1
My husband usese this capo almost everytine he plays his guitar. His old one lasted about 10 years. Worth the cost.,husband usese capo almost everytine play guitar old one lasted year worth cost,positivo,1
"Long time Shubb user, but decided to try something different.I think I've found how lazy I am. I ended up using the Kyser more often than the Shubb because of the fact that you can put the Kyser on the peghead.Reaching my hand to an always available position on guitars (i.e. the peghead) for the Kyser turns out to be much more convenient than reaching to something that is not on the guitar and that could change according to situations, e.g. maybe just by my side on the sofa in my living room, maybe a table or the floor in some other places, for the Shubb.",long time shubb user decided try something different think found lazy ended using kyser often shubb fact put kyser peghead reaching hand always available position guitar peghead kyser turn much convenient reaching something not guitar could change according situation maybe side sofa living room maybe table floor place shubb,positivo,1
These Capos are wonderful. Perfect all the way around! long lasting and backed up by the company. I have three!,capo wonderful perfect way around long lasting backed company three,positivo,1
Good strong spring and good strong materials.  The only improvement I would make is the clear protector that holds behind the neck.  The protector needs to be longer.  As the protector ages it slips off the end.  If it had more surface extended from end to the base where it pivots it would help.,good strong spring good strong material improvement would make clear protector hold behind neck protector need longer protector age slip end surface extended end base pivot would help,positivo,1
"I bought this Capo for myWashburn D10. It works on my Orlando classical guitar as well. I wanted a capo that was simple to operate and wasn't too expensive - and the Kyser Quick Change Guitar Capo fits the bill nicely:[Update 7/25/10: My Orlando guitar was stolen. Boo Hoo!!!]- Easy On, Easy OffThe spring mechanism makes it easy to put the capo on or take it off.- Rubberized ClampsRubberized clamps helps prevent the Kyser from scratching or marring the neck and the frets.- ErgonomicThe arched arm with the weird-looking loopy looking thingy and the other straight arm help you to firmly grab on to them without slipping so you can easily and quickly remove or reposition the Kyser Capo.- DurableThe Kyser is made from durable aluminum.[Update 7/25/10] I've had this capo for almost 3 years and it's still working like a champ! (According to Amazon's Instant Order Update for moi, I got this capo on  November 22, 2007.)- The Same Capo Colbie Caillat Used in BubblyCheck out the music video! It's the same capo Colbie Caillat used inBubbly!---The Kyser Quick Change Guitar Capo is excellent! I don't think you can go wrong with this one!",bought capo mywashburn work orlando classical guitar well wanted capo simple operate not expensive kyser quick change guitar capo fit bill nicely update orlando guitar stolen boo hoo easy easy offthe spring mechanism make easy put capo take rubberized clampsrubberized clamp help prevent kyser scratching marring neck fret ergonomicthe arched arm weird looking loopy looking thingy straight arm help firmly grab without slipping easily quickly remove reposition kyser capo durablethe kyser made durable aluminum update capo almost year still working like champ according amazon instant order update moi got capo november capo colbie caillat used bubblycheck music video capo colbie caillat used inbubbly kyser quick change guitar capo excellent not think go wrong one,positivo,1
"I have owned several of these over the years and own a silver colored one presently. The price is right for these, and they work just fine. My only real issue is that sometimes, they will bunch or bend strings when setting them on whatever fret you're going to bar, thus producing a sound you weren't looking for. Some of the higher end capo's counter this by having screws and such rather than a spring. However, like i say, these work fine with a little care and attention to their placement on your fretboard, and are from what i can tell, the most popular model on the market.",owned several year silver colored one presently price right work fine real issue sometimes bunch bend string setting whatever fret going bar thus producing sound not looking higher end capo counter screw rather spring however like say work fine little care attention placement fretboard tell popular model market,positivo,1
"Easy to use capo. Good strength - holds the strings down well.. Not sure that it's as good as the G7th capo, which I still find is the best for holding the strings down evenly so that they stay in tune, but the Kyser is much cheaper and does a good job.",easy use capo good strength hold string well not sure good th capo still find best holding string evenly stay tune kyser much cheaper good job,positivo,1
"Probably the best kapo out on the market. Very high quality and a sleek look. Easy to use, what more could you want?",probably best kapo market high quality sleek look easy use could want,positivo,1
"I use the capo for my guitar and it sounds awesome. I like to put the capo on the first fret and when I play a song I made, it sounds really really good. The capo is very easy to use as well.",use capo guitar sound awesome like put capo first fret play song made sound really really good capo easy use well,positivo,1
"I really like my capo, the blue looks good with my light natural finish accoustic, and it works as it should. However, I feel like it deserves 4 stars simply because it could be a much more robust product. For example, I think the bottom part of the clamp should be a little longer, and rounded (the back side of a guitar neck is rounded, after all). The spring could definitely be tighter...I do rarely notice buzz from not quite being tight enough. Also, the design is fairly nice, but it's mostly aesthetic...it's not really super comfortable and easy to move around necessarily.Don't get me wrong, this is a rather good product, and it's priced about right. It just isn't a high end product/5-star perfect.",really like capo blue look good light natural finish accoustic work however feel like deserves star simply could much robust product example think bottom part clamp little longer rounded back side guitar neck rounded spring could definitely tighter rarely notice buzz not quite tight enough also design fairly nice mostly aesthetic not really super comfortable easy move around necessarily not get wrong rather good product priced right not high end product star perfect,positivo,1
The package arrived on time. This is the best capo around and works great. Does what it is supposed to do.,package arrived time best capo around work great supposed,positivo,1
"works great. Just clip it on and jam out.forget the screw on type, and spend the few extra bux for this one.  you'll be happier, trust me.",work great clip jam forget screw type spend extra bux one happier trust,positivo,1
I chose the patriotic design for obvious reasons.  It is lovely.  Clear shard silk screening.  The capo itself is really good.  It is very snug on the strings.,chose patriotic design obvious reason lovely clear shard silk screening capo really good snug string,positivo,1
"i got pink cause nobody would steal it, and we all know how often capos get stolen from people pink is great",got pink cause nobody would steal know often capo get stolen people pink great,positivo,1
"This capo is awesome, it looks and feels very nice and premium, it works on all of my guitars not much more you can ask for.",capo awesome look feel nice premium work guitar not much ask,positivo,1
These Martin strings (M170) aren't bad. They just are not the sound I was looking for. I ended up like the Ernie Ball Earthwood extra light instead. The Martin's are little shallow on the low end unlike the Ernie Ball. Other people will love them though. They are easy to play.,martin string not bad not sound looking ended like ernie ball earthwood extra light instead martin little shallow low end unlike ernie ball people love though easy play,positivo,1
"These are good for the average guitar player who doesn't want to much strain or pain on there fingers. Not the fullest tone, but you wouldn't expect that with extra light strings.",good average guitar player not want much strain pain finger not fullest tone would not expect extra light string,positivo,1
"I have an electro acoustic Martin (second hand but without a scratch). I got it with .13 strings and well, is simply too much. Is good to play rithyms but can't do pretty much nothing else.I have installed a set (I got 8) and it sounds really good. Not as solid as the .13 but now i have more range to do solos and go up and down much easier.Recomended",electro acoustic martin second hand without scratch got string well simply much good play rithyms ca not pretty much nothing else installed set got sound really good not solid range solo go much easier recomended,positivo,1
"Martin makes great sounding strings.  I decided to use Light Martin strings (.12) because they sounded louder and better, and I could play them just as easy as the lighter strings.",martin make great sounding string decided use light martin string sounded louder better could play easy lighter string,positivo,1
Strings are not just strings. Guitar strings are another very important part of playing GREAT Guitar. And all Martin products are second to none.,string not string guitar string another important part playing great guitar martin product second none,positivo,1
"I replaced a set of strings that were very used with these Martins.  They are, as named, very light.  They are easy on my fingers and give great tone.  Quality company, great strings, great price!",replaced set string used martin named light easy finger give great tone quality company great string great price,positivo,1
"I ordered a couple sets of this strings so I would have some extras for myself and my 6 year old son who is just starting out on guitar. this strings have good sound and hold a tune well. the best thing is the price is great. Like I said I am usinging these on mine and my sons guitar and my son was breaking string from playing to hard, but with these string it does not break the bank to replace them as needed.",ordered couple set string would extra year old son starting guitar string good sound hold tune well best thing price great like said usinging mine son guitar son breaking string playing hard string not break bank replace needed,positivo,1
"The name Martin says it all & has for many,many years.Grab some extras because you will want more, Great price,great strings.",name martin say many many year grab extra want great price great string,positivo,1
"I love these strings, and use them for all of my acoustic playing. Best of all, I can find them here for $3.49 per set, so I'm not dumping a bunch of money on strings all the time. Easy to play, and they sound great.long lasting if you take care of them by wiping them down every time.",love string use acoustic playing best find per set not dumping bunch money string time easy play sound great long lasting take care wiping every time,positivo,1
these strings provide a warm crisp tone that makes any dreadnought guitar sound like heaven I use them all the time,string provide warm crisp tone make dreadnought guitar sound like heaven use time,positivo,1
Good strings with good sound.The Extra Light is easier on the fingers - but they sound thinner too.Go for the Light gauges for more solid sound if you can handle the pressure.,good string good sound extra light easier finger sound thinner go light gauge solid sound handle pressure,positivo,1
"This is my third pack; the 1st pack has been using for two months, the sounds are rich and full, and the feels are still good.  I broke the high E on the 1st attempt of restringing, and luckily I had bought 2 packs at the same time.  So, I want to keep a completed pack for back up.  I have been fingerpacking for quite long time recently, sometime, i will practice for 4-5 hours+ until i'm tired for the session.  I have used light steel strings on my acoustic, but these ones are easier for fingers even just tiny lighter.",third pack st pack using two month sound rich full feel still good broke high st attempt restringing luckily bought pack time want keep completed pack back fingerpacking quite long time recently sometime practice hour tired session used light steel string acoustic one easier finger even tiny lighter,positivo,1
These are okay strings for the Folk Guitar.............nothing special but the price isn't out of the world either. Good buy for the money. Tried them on a Gibson J50 and they seem to do good.,okay string folk guitar nothing special price not world either good buy money tried gibson seem good,positivo,1
"I am yet another one of those ""Forever Beginners"" when it comes to playing the guitar. Never mind that...these guitar strings made second hand guitar sound so much better! After putting in new pegs and re-stringing with these strings...it sounds so much nicer! More richer! Now I see I need to replace the saddle and bridge on it as the pegs keep coming loose. I think that once I do this and then re-string these same strings on it...I will be set to go!I like that these strings are light as due to not having had much practice for a number of years...let's face it...my fingers get sore when playing! I also have small fingers and hands.I intend to continue purchasing these same strings for future use.I recommend!",yet another one forever beginner come playing guitar never mind guitar string made second hand guitar sound much better putting new peg stringing string sound much nicer richer see need replace saddle bridge peg keep coming loose think string string set go like string light due not much practice number year let face finger get sore playing also small finger hand intend continue purchasing string future use recommend,positivo,1
"I restrung my Martin 0-16NY with these strings and found them to be excellent.  As a new guitarist,the light strings were very easy on my sensitive finger tips and have a very warm and rich sound.",restrung martin ny string found excellent new guitarist light string easy sensitive finger tip warm rich sound,positivo,1
"Even though these are folk strings, I put them on my 35 year old dread and they sound really good.I hope they last longer than some of the reviews indicate.I also wipe them down after playing to minimize tarnishing.So far so good",even though folk string put year old dread sound really good hope last longer review indicate also wipe playing minimize tarnishing far good,positivo,1
"Great,great sound. The sound of these strings is different than any other strings you could get. They also teach a guitar player to use a lighter touch while playing to produce beautiful sounds. Well worth it.",great great sound sound string different string could get also teach guitar player use lighter touch playing produce beautiful sound well worth,positivo,1
"I love these strings.  I bought a set awhile back for my Ovation, but never used them.  Then I came into possession of an old Yamaha acoustic guitar which was pretty beat up and needed new strings.  I put these suckers on there and wow was I impressed.  Even that old beater guitar sounded great and played easily with these strings.  So... I bought another set for the Ovation this time!",love string bought set awhile back ovation never used came possession old yamaha acoustic guitar pretty beat needed new string put sucker wow impressed even old beater guitar sounded great played easily string bought another set ovation time,positivo,1
I bought this pick holder because I hate putting a pick between my strings to hold it and because you can't play with a pick in your strings. I originally thought this thing would be kind of large and go all the way across the headstock. Boy was I wrong. The picture is misleading.  This thing is tiny and barely goes across three string. It wedges under neath two strings and you can put two picks (maybe more if they are thin) into the wedges on top. Stays in place well and is very convenient.Only negative is I don't know how long it will hold up. I think maybe a thicker rubber rather than this foam rubber would have held up better. I can see this thing eventually losing tension in the pick holder wedges and dropping picks.,bought pick holder hate putting pick string hold ca not play pick string originally thought thing would kind large go way across headstock boy wrong picture misleading thing tiny barely go across three string wedge neath two string put two pick maybe thin wedge top stay place well convenient negative not know long hold think maybe thicker rubber rather foam rubber would held better see thing eventually losing tension pick holder wedge dropping pick,positivo,1
I really like these things.  I don't stick tape and stuff to guitar body which if they do make a double sided tape similar to post it notes might be a good idea.  Bought a few while back and just bought a few more.  If you drop a pick there is another right there.  Have fun.,really like thing not stick tape stuff guitar body make double sided tape similar post note might good idea bought back bought drop pick another right fun,positivo,1
I love the idea that you don't need a pocket in your strap or elsewhere to store your pick. Further it will not add something else to find/loose in my pants pocket.,love idea not need pocket strap elsewhere store pick not add something else find loose pant pocket,positivo,1
it's good but think its a bit expensive for just one they should give you two for that price or lower the price,good think bit expensive one give two price lower price,negativo,0
Excellent simple product. Fits all of my guitars and stays out the way while playing. Easily holds 2 picks at at time on each end. Has grooves on ends and one can slide it down so that at least 2 strings fit into the grooves.,excellent simple product fit guitar stay way playing easily hold pick time end groove end one slide least string fit groove,positivo,1
Since I bought these little gadgets everybody playing guitar around want them.I use to misplace my picks all the time when playing and now I do not have to look around for them any longer as I know where to find them.  I like to use different gage picks therefore.  I have ordered more for Christmas stocking stuffers whicdh will be enjoyed by my friends.,since bought little gadget everybody playing guitar around want use misplace pick time playing not look around longer know find like use different gage pick therefore ordered christmas stocking stuffer whicdh enjoyed friend,positivo,1
"It's a lot smaller than the picture makes it look, but that's a good thing. It serves it purpose and fits snugly between the strings on the headstock.",lot smaller picture make look good thing serf purpose fit snugly string headstock,positivo,1
"I'm using this right now on my acoustic and it does its job in respect to holding your picks. It was smaller then I would have pictured, but it still is a good product. It can hold light to heavy picks and its super easy to put it and take it off. Only problem I had was that it moves a lot when putting my pick back in. Besides that, its highly recommendable to anyone. I will definitely pick up more for my other axes.",using right acoustic job respect holding pick smaller would pictured still good product hold light heavy pick super easy put take problem move lot putting pick back besides highly recommendable anyone definitely pick ax,positivo,1
"Not too much to say, it's made out of foam, made to slip between the strings, made to hold two picks.  I have several of these, for acoustics and for electrics.  My son lost one before during a performance on stage so it is not that secure that it won't be dislodged, still, it does stay on majority of the time.  I do recommend this.  My son's guitar teacher calls this a ""fancy little pick holder"" and I've had people ask where to buy one when they see it for the first time.  One must also be careful, my son lost one of these so I know it is a possibility of it falling off.  He lost it after performing in a play on stage.Please click YES if my review have been helpful to you, it will encourage me to continue writing and updating my reviews, and leave a comment if you have any questions, I will be more than happy to answer if I can be of help.",not much say made foam made slip string made hold two pick several acoustic electric son lost one performance stage not secure wo not dislodged still stay majority time recommend son guitar teacher call fancy little pick holder people ask buy one see first time one must also careful son lost one know possibility falling lost performing play stage please click yes review helpful encourage continue writing updating review leave comment question happy answer help,positivo,1
"I use this to hold my picks on my acoustic guitar. Got tired of losing picks in mid jam, digging through pockets, scavenging for another pick. Now it's right there.",use hold pick acoustic guitar got tired losing pick mid jam digging pocket scavenging another pick right,positivo,1
"I have been using these for months now with 5-string bass. I think these are even more useful for bassists than guitar, as I often find myself playing with fingers, then suddenly a ""pick song"" starts and... where's a pick? I usually have to offset it, and with the tuner placement I can only fit one pick, but I still find them indispensable. And no tape or other sticky stuff!There is also a model made specially for bass. [Updated] I now have the bass model on all of my basses. It is definitely better for thicker strings.The guitar model is now on my Gibson Explorer. I do love it, but the ""spreading strings"" on the headstock makes it less secure than is perfect. So, still highly recommended if your headstock has a ""straight through"" design, not so much if you have a jackson or other radically angled headstock. (They should make a Metal Edition for that. :) )",using month string bass think even useful bassist guitar often find playing finger suddenly pick song start pick usually offset tuner placement fit one pick still find indispensable no tape sticky stuff also model made specially bass updated bass model bass definitely better thicker string guitar model gibson explorer love spreading string headstock make less secure perfect still highly recommended headstock straight design not much jackson radically angled headstock make metal edition,positivo,1
"This thing does just what it was supposed to, i use it on my practice bass since i use any type of picks on that, and it does just what it is supposed to",thing supposed use practice bass since use type pick supposed,positivo,1
"I was thinking it may affect the ability to tune properly, but it seems to have no affect at all. Super audiophile tone hounds might say it affects the resonance and sustain, but just take it off when recording. Very handy to have two picks with you at all times. It's great not to have to make a trip back to the mike stand to get a pick or having to attach something with sticky tape to the guitar's finish. Me likey!! Price can't be beat either!",thinking may affect ability tune properly seems no affect super audiophile tone hound might say affect resonance sustain take recording handy two pick time great not make trip back mike stand get pick attach something sticky tape guitar finish likey price ca not beat either,positivo,1
"I bought one of these to try on my Asher Junior lap steel guitar to hold two finger picks and a thumb pick. Worked, but it was difficult getting all three picks in one Wedgie so I ordered a second one. Between the two of them, between the 2nd/3rd and 4th/5th strings up next to the nut, works pretty good holding these types of picks (which admittedly, the Wedgie was not actually designed for). Liked it so much I ordered two more for my acoustic and electric guitar and one for my bass (the bass version). Only down side I see is -- they DO seem loose like they could fall out AND I doubt the picks will stay in place when I case my guitar (haven't tried it yet). But otherwise, worth the price and a good doo-dad to have around. Especially if you have a lap steel and need a place to stick your finger picks on the guitar itself (real help to me staying organized!).",bought one try asher junior lap steel guitar hold two finger pick thumb pick worked difficult getting three pick one wedgie ordered second one two nd rd th th string next nut work pretty good holding type pick admittedly wedgie not actually designed liked much ordered two acoustic electric guitar one bass bass version side see seem loose like could fall doubt pick stay place case guitar not tried yet otherwise worth price good doo dad around especially lap steel need place stick finger pick guitar real help staying organized,positivo,1
"I've played string instruments for the better part of 55 years... Starting with a cheap Tijuana Wood box as a 5 year old, progressing to Martin 6 and 12 string Acoustic guitars, and a few electric Fender and Gibson units.... All good in their own respect.I decided to treat myself to a Les Paul for my 58th birthday but, not having the financial resources to buy a $3,000.00 git, I shopped and shopped... Finally settling on this Cherry Burst LP-100.It arrived in perfect condition, the slightly smooshed outer packaging notwithstanding. It was even ""sorta"" in tune... but a quick dial-in with the electronic tuner brought that right.Simply put, Nice guitar. After allowing the strings and neck to settle in together, I spent a few hours a week later adjusting string height, intonation, and pick-up distances, and now this LP *ROCKS* !!!If you're going to spend mid-range $$$ on a fine practice / performance guitar, you can't go wrong with this one, kids - Two Thumbs Up ![Suggestion: A Fender Mustang 1 or 2 amp makes this guitar sound even better...]",played string instrument better part year starting cheap tijuana wood box year old progressing martin string acoustic guitar electric fender gibson unit good respect decided treat le paul th birthday not financial resource buy git shopped shopped finally settling cherry burst lp arrived perfect condition slightly smooshed outer packaging notwithstanding even sorta tune quick dial electronic tuner brought right simply put nice guitar allowing string neck settle together spent hour week later adjusting string height intonation pick distance lp rock going spend mid range fine practice performance guitar ca not go wrong one kid two thumb suggestion fender mustang amp make guitar sound even better,positivo,1
"exactly the same as describe here, love the sound and easy to play. great price for excellent sound, highly recommend to everyone.",exactly describe love sound easy play great price excellent sound highly recommend everyone,positivo,1
I bought this as a present for my daughter to learn guitar on. She absolutely loves it. Everyone that has played on it over the past few weeks loves it. You can't beat this for the price!!!,bought present daughter learn guitar absolutely love everyone played past week love ca not beat price,positivo,1
"I have been playing guitar for over 30 years. I've owned and played a variety of guitars in my lifetime. My wife bought this guitar for me as a gift. I cannot begin to tell you how much I love this guitar. It is a solid, well built guitar. The finish is beautiful. The pictures do it no justice. It sounds incredible. It has great tone and sustain, wonderful harmonics. The clean tones are nice and warm. The neck is fast. No fret noise or hums. The pickups are really nice. Its very versatile and you can play just about anything with it. From blues to hard rock & metal. I would perform live with this guitar in a heartbeat. You cannot find a better guitar for this price. I would have expected it to cost much more. I am extremely impressed with this great guitar. You can bet, when I add the next guitar to my collection, it will be another epiphone. Well done Epiphone!!",playing guitar year owned played variety guitar lifetime wife bought guitar gift cannot begin tell much love guitar solid well built guitar finish beautiful picture no justice sound incredible great tone sustain wonderful harmonic clean tone nice warm neck fast no fret noise hum pickup really nice versatile play anything blue hard rock metal would perform live guitar heartbeat cannot find better guitar price would expected cost much extremely impressed great guitar bet add next guitar collection another epiphone well done epiphone,positivo,1
"I had been learning on a Squier for about six months and really wanted a better guitar. After doing research, reading reviews, and checking it out in a guitar store, I chose this one.It's much easier to play than the Squier, and it has a better sound. Like the Squier (but not as bad), it gets a little buzzy on the top strings. I suspect it might need to be adjusted, but I don't have a clue as to how to go about it.It's also a good choice for women. I'm a small woman, and I really like that the neck is smaller. It's also fairly lightweight.Overall, I'm happy with my choice. A guitar tech told me it's the best guitar out there under $500. Maybe. I expect to be happy with it for a few years before I upgrade again.",learning squier six month really wanted better guitar research reading review checking guitar store chose one much easier play squier better sound like squier not bad get little buzzy top string suspect might need adjusted not clue go also good choice woman small woman really like neck smaller also fairly lightweight overall happy choice guitar tech told best guitar maybe expect happy year upgrade,positivo,1
"I bought it 3 years ago here at amazon and I couldn't be happier.  This was my first electric and after over a year of owning it, I got a way more expensive Fender Strat and I still prefer how this Epiphone feels; it is really lightweight, a lot more that even other Les Pauls and the distance between frets is smaller than the one in other guitars I have tried, this makes it VERY easy to play, it stays in tune and it looks really REALLY lovely.I like it so much, that I decided to add a pair of Slash's Alnico IIs on it, that cost more than the guitar itself, this only made it sound incredibly awesome and improve the sustain, good ol' crunchy-bluessy rock.Call me cheap if you want and I wouldn't care, this is one of those items that makes you wonder, how come there's others way more overpriced and just don't find a way to justify that a ""real"" Gibson Les Paul will sound $800 - $1000 better.It wasn't until recently (after 3 years - I estimate somewhere around 1000 hours of heavy use) that it started fretting and that's why I gave it only 4 stars; but what would you expect from a $200 guitar...?  I'm sure this can be easily fixed by any guitar tech and it will continue been the sweet-tone machine it has always been.  If you're learning, looking for a first electric or just want a ""practice"" axe that will not dissapoint you, just go ahead and buy it, don't give it a 2nd thought and do it.",bought year ago amazon could not happier first electric year owning got way expensive fender strat still prefer epiphone feel really lightweight lot even le paul distance fret smaller one guitar tried make easy play stay tune look really really lovely like much decided add pair slash alnico ii cost guitar made sound incredibly awesome improve sustain good ol crunchy bluessy rock call cheap want would not care one item make wonder come others way overpriced not find way justify real gibson le paul sound better not recently year estimate somewhere around hour heavy use started fretting gave star would expect guitar sure easily fixed guitar tech continue sweet tone machine always learning looking first electric want practice axe not dissapoint go ahead buy not give nd thought,positivo,1
